Country,ISO Country code,Continent,Population,Surface Area (Km2),GINI index,happy planet index,human development index,sustainable economic development assessment (SEDA),GDP growth(annual %),Economic Growth,health expenditure % of GDP,health expenditure per person,infant mortality,"maternal mortality per 100,000 live births",Education as % of GDP,% of primary school aged kids out of school,political rights score,civil liberties score,political stability & absence of violence,government effectiveness,regulatory quality,rule of law,control of corruption,judicial effectiveness score,government integrity score,overall economic freedom score,financial freedom score,government expenditure (% of GDP),share of electricity from renewables generation,% of seats held by women in national parliaments,Military Spending as % of GDP,Access to electricity (% of population) ,Adults (ages 15-49) newly infected with HIV ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) ","Cause of death, by injury (% of total) ","Cause of death, by non-communicable diseases (% of total) ",CO2 emissions (metric tons per capita) ,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) ",Young people (ages 15-24) newly infected with HIV ,"Death rate, crude (per 1,000 people) ",Domestic general government health expenditure (% of GDP) ,Electric power consumption (kWh per capita) ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) ",GDP (current US$) ,GDP per capita (current US$) ,GNI (current US$) ,GNI per capita (current LCU) ,"Government expenditure on education, total (% of government expenditure) ",Ease of doing business score (0 = lowest performance to 100 = best performance) ,Human capital index (HCI) (scale 0-1) ,"Incidence of HIV, all (per 1,000 uninfected population) ","Incidence of tuberculosis (per 100,000 people) ","Inflation, GDP deflator (annual %) ","Life expectancy at birth, total (years) ",Merchandise trade (% of GDP) ,Military expenditure (% of GDP) ,Military expenditure (% of general government expenditure) ,"Mortality rate, infant (per 1,000 live births) ","Mortality rate, adult, male (per 1,000 male adults) ","Mortality rate, adult, female (per 1,000 female adults) ","Mortality rate, under-5 (per 1,000 live births) ","Mortality caused by road traffic injury (per 100,000 population) ","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) ","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) ","Net trade in goods (BoP, current US$) ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) ","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) ",Population density (people per sq. km of land area) ,"Prevalence of HIV, total (% of population ages 15-49) ",Prevalence of severe food insecurity in the population (%) ,Prevalence of undernourishment (% of population) ,Women Business and the Law Index Score (scale 1-100) ,"Unemployment, total (% of total labor force) (modeled ILO estimate) ",Trade (% of GDP) ,Total greenhouse gas emissions (% change from 1990) ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) ",Tax revenue (% of GDP) ,Tax payments (number) ,Start-up procedures to register a business (number) ,"School enrollment, secondary (% gross) ",Rural population (% of total population) ,Renewable electricity output (% of total electricity output) ,Renewable energy consumption (% of total final energy consumption) ,Renewable internal freshwater resources per capita (cubic meters) ,"Renewable internal freshwater resources, total (billion cubic meters) ",UHC service coverage index ,Tuberculosis treatment success rate (% of new cases) ,"Tuberculosis case detection rate (%, all forms) "
Poland,POL,Europe,37747124,312710,30.8,45,0.876,67.7,5.73,5.73,4.62,1014,52.4,2,-,1.14,34,47,0.51,0.3,0.8,0.445,0.57,54.7,60.6,68.7,70,41.7,0.204,28,0.0212,100,-,5.852220822,4.240882282,89.90689765,7.773641839,-,-,12.6,4.60206556,3971.799761,55.0890007,6.79E+11,17999.90995,6.47E+11,66243.88126,11.99291039,76.38122,0.753088593,-,10,5.052506002,76.6,99.52964057,2.120414382,4.626253845,3.7,-,-,4.4,9.4,37.9,0.1,14379000000,20.87782222,99.96611573,120.7096799,-,0.9,2.5,93.75,3.368000031,100.3242114,-12.53315509,11.71,17.35518263,7,5,115.2443924,39.925,13.80239867,12.18,1411.809019,53.6,74,-,87
Portugal,PRT,Europe,10325147,92230,33.9,46.3,0.866,70.8,4.88,4.88,4.68,2221.4,16.2,8,-,0.36,39,56,0.95,1,0.7,1.133,0.77,92.1,67.8,70.8,60,48.4,0.616,40,0.0207,100,1000,8.517003445,4.793715793,86.68927794,4.339768426,0.14,200,12,5.80534792,4662.6008,53.97900009,2.54E+11,24567.50927,2.51E+11,20520.25516,10.90674973,76.46616,0.768949568,0.07,16,1.398791778,80.97560976,68.15889643,2.072757362,4.0322894,2.7,102.581,44.215,3.3,8.2,9.8,0.2,-14236118402,8.160752248,16.00835663,111.9499837,0.5,3.2,2.5,100,6.646999836,76.23748846,24.55389348,12.03,22.65334671,8,6,119.7358932,33.151,47.52637429,28.19,3694.247367,38,84,73,89
Qatar,QAT,Asia,2688235,11490,-,24.3,0.855,70.8,1.52,1.52,3.23,1807.2,5.6,9,3.23,1.92,7,18,0.96,1.1,0.9,0.928,0.81,38.8,60,67.7,60,36.4,0,4,0.0481,100,100,4.950485728,18.15950523,76.89000924,32.76177492,0.13,100,1.219,2.11784458,16415.25154,87.0719986,1.80E+11,66838.35743,1.77E+11,239550.5047,8.636489868,68.66573,0.637771606,0.07,42,22.47217633,79.099,64.10829668,4.806811416,21.71038755,4.9,55.473,44.598,5.8,7.3,47.4,0.1,27137087912,91.18732793,100,233.9630113,0.2,-,-,29.375,0.257999986,90.01909489,369.3459583,1.59,-,4,8,-,0.722,0,0.04,19.94845462,0.056,74,77,87
Romania,ROU,Europe,19119880,238400,27.3,46.2,0.821,60,5.88,5.88,3.34,738.6,4.4,19,-,12.68,35,48,0.53,-0.1,0.3,0.408,-0.04,64.8,45.4,67.1,50,33.2,0.477,19,0.0195,100,1000,5.327697619,3.635158809,91.03714616,3.817434477,0.08,100,15.4,4.60361433,2584.411787,49.5,2.84E+11,14858.22943,2.79E+11,60772.13022,10.59846973,73.3332,0.584187865,0.04,45,5.416597808,74.35365854,71.672268,1.95392292,5.277008121,5.6,164.649,60.933,6.9,10.3,59.3,0.4,-21675913873,14.61134019,98.01746488,80.20083893,0.2,3.7,2.5,90.625,5.169000149,78.05911338,-50.75924056,11.74,14.38335468,14,6,87.1029892,45.671,39.7469737,23.54,2187.733331,42.38,71,82,87
Russia,RUS,Asia,143449286,17098250,41.2,34.9,0.822,57,4.82,4.82,4.68,653.4,30.3,17,-,0.07,5,14,-0.65,-0.2,-0.5,-0.87,-0.9,34.7,29.7,56.1,30,35.3,0.197,16,0.0408,100,-,3.903452971,6.791217235,89.30532989,11.79720293,-,-,14.6,3.45416021,6602.657479,58.30199814,1.78E+12,12194.77734,1.74E+12,876476.8125,9.285696983,78.16284,0.681419611,-,47,16.46716058,71.33878049,44.85168612,4.080066196,10.79469726,4.4,-,-,5.4,12,49.4,0.1,93440960000,16.16022381,91.609329,8.38970573,-,0,2.5,73.125,5.010000229,46.03086561,-21.98874131,11.19,11.4687676,9,4,-,25.066,15.85579515,3.22,29860.20114,4312,75,62,83
Rwanda,RWA,Africa,13461888,26340,50.4,39.2,0.534,38,10.88,10.88,3.82,51.4,31.8,248,3.82,6.34,8,14,0.17,0.3,0.1,0.201,0.6,26.6,54.7,57.1,40,27.2,0.48,61,0.0155,46.59999847,3200,38.18091588,11.42639432,50.39268806,0.103622683,0.52,1000,5.998,2.56083989,-,81.04299927,11070356519,822.3479886,10844261645,796389.4812,10.99814987,76.48282,0.379552752,0.34,56,2.742318867,66.774,39.97161241,1.545324421,5.271349341,30.3,270.464,182.744,40.5,29.4,121.4,19.3,-1650271138,43.21021716,100,511.081549,2.3,-,35.8,83.75,1.606999993,55.13399077,105.7202783,8.95,14.24300757,9,5,-,82.432,56.88782816,77.86,740.1620004,9.5,54,89,69
Saudi Arabia,SAU,Asia,35950396,2149690,45.9,41.6,0.875,62.6,3.24,3.24,7.81,1316.3,39.9,17,7.81,5.18,1,6,-0.58,0.5,0.3,0.23,0.31,35.8,50.7,55.5,50,40,0.001,20,0.0659,100,-,7.13055653,19.4592223,73.4102211,14.61955333,-,-,2.913,3.93484879,9047.685513,56.06200027,8.34E+11,23185.87079,-,-,19.07131004,70.87175,0.576390505,-,8.2,14.78699188,76.239,51.47063891,6.594475881,20.52092659,6,108.383,88.311,7,35.9,83.7,0.1,47944237333,87.94544668,100,16.72352572,-,-,3.7,80,7.357999802,52.07658885,-,0.19,8.597203861,4,11,112.5858231,15.492,0.000295564,0.03,66.98790718,2.4,73,90,87
Senegal,SEN,Africa,16876720,196710,40.3,51.2,0.511,38.4,6.06,6.06,5.5,59.1,1.8,315,5.5,24.64,29,39,-0.17,0.1,-0.3,-0.364,0.06,49.8,47.8,60,40,30.2,0.143,43,0.0176,70.36894226,1200,43.75460785,11.33505195,44.91034078,0.663717595,0.15,500,5.584,1.03445733,232.7078258,42.8769989,27625388352,1636.893209,27041843267,888533.5703,18.31226921,59.275,0.420110792,0.1,113,2.449290575,68.006,53.93951321,1.757913787,6.781121305,28.9,218.124,139.93,38.1,23.5,160.7,23.9,-,40.6958259,100,85.79492654,0.3,11.2,7.5,66.875,3.72300005,60.00472995,391.8597107,0.76,16.37811216,53,4,46.56072998,51.4,10.41719343,37.2,1612.421294,25.8,49,89,70
Serbia,SRB,Europe,6834326,84990,38.7,53.2,0.802,54.9,7.39,7.39,3.58,641,50.3,12,3.62,2.89,21,41,-0.13,0,0.1,-0.092,-0.44,50.4,37.9,65.2,50,44.5,0.311,39,0.0209,100,200,2.709732238,2.374386629,94.91588419,6.616046939,0.05,100,16.9,5.06028032,4271.744667,47.80699921,63082047650,9230.178316,60647891346,882040.4153,8.604599953,75.65345,0.676606357,0.02,15,5.913614785,74.22926829,94.10125735,2.086500535,4.383294044,4.9,137.869,62.184,5.6,7.5,62.5,0.7,-5940509944,24.72635819,100,80.41329568,0.1,3.8,3.3,93.75,11.80700016,104.7190149,-,8.75,23.59818704,33,5,92.24117279,43.349,26.90517356,21.53,1210.4702,8.407,71,80,42
Sierra Leone,SLE,Africa,8420641,72300,34,29,0.477,32.9,3.05,3.05,8.81,46.2,11.1,1120,8.81,-,28,37,-0.16,-1.1,-1,-0.818652034,-0.43,41.9,32.4,52,20,18.4,0.914,12,0.0061,26.20088577,2100,56.67575956,9.249842186,34.07439816,0.11184531,0.54,1100,9.296,1.22532105,-,53.01900101,4042237864,480.0392113,3995815732,5207457.128,35.00582886,47.45831,0.362702101,0.5,289,6.691503675,59.763,61.84692945,0.609065851,2.598772538,80.1,270.279,228.946,107.8,33,324.1,81.3,-572987997.9,21.62594668,100,116.4680636,1.4,31.5,27.4,72.5,5.333000183,51.55793775,22.66245797,5.7,-,34,5,-,56.628,60.97560976,75.44,19883.61128,160,39,89,72
Singapore,SGP,Asia,5453566,728,45.9,45.5,0.939,81.8,7.61,7.61,2.51,2632.7,16.6,8,2.51,0.1,19,28,1.49,2.3,2.2,1.858,2.17,58.3,92.8,84.4,80,17.7,0.035,30,0.0298,100,100,20.70522046,4.273530502,75.02124811,8.307079491,0.01,100,5.2,2.04900908,8844.687593,66.05799866,3.97E+11,72794.00302,3.49E+11,86014.96709,19.47426033,86.1981,0.879125714,0.01,48,4.032514223,83.74390244,217.5343822,2.978231311,15.33281463,1.8,58.622,34.295,2.2,2.1,25.9,0.1,1.04E+11,19.0782565,100,7491.162088,0.2,0.7,-,82.5,3.624000072,331.7279339,-,2.03,13.00991354,5,2,103.1995926,0,1.820886641,0.84,105.1972896,0.6,86,79,87
Slovakia,SVK,Europe,5447247,49030,23.7,46.6,0.848,67.4,3.02,3.02,3.97,1342.1,1.8,5,-,3.29,37,53,0.56,0.5,0.9,0.706,0.24,71.9,53.7,69.7,70,43.1,0.25,23,0.0171,100,100,5.104775248,6.286717802,88.60850864,5.698416255,0.03,100,10.8,5.48452091,5137.073835,56.30500031,1.17E+11,21391.92533,1.15E+11,17861.79918,10.55175018,75.58542,0.664987326,0.02,2.8,2.383313617,76.86585366,177.6891367,1.705815802,3.437320653,4.7,-,-,5.8,6.1,33.5,0.1,1241076119,17.56291134,100,111.1002855,0.1,1.6,3.8,85,6.739999771,168.5135185,-35.92622945,11.14,18.52057842,8,8,90.59732056,46.18,22.67948333,17.64,2310.168758,12.6,77,86,87
Slovenia,SVN,Europe,2108079,20480,24.4,47.9,0.918,72.6,8.11,8.11,4.94,2219.1,2.1,7,-,0.11,38,52,0.76,1.2,0.8,1.03,0.72,91.6,66.7,70.5,50,47.9,0.362,27,0.0122,100,100,2.654956395,7.356944222,89.98809968,6.512209378,0.01,100,11.4,6.16875267,6727.999302,55.3730011,61748586535,29291.40062,60877394215,24416.29559,11.33137989,76.51751,0.774986982,0.01,4.3,2.60708736,80.53170732,186.0965675,1.218075787,2.454157445,1.8,-,-,2.2,5.1,22.6,0.1,2664952833,16.02397998,99.49102528,102.9335449,0.1,0.6,2.5,96.875,4.422999859,146.2353421,5.489665337,11.9,18.52078685,10,3,111.9733734,44.573,29.39191469,20.86,8939.922476,18.67,80,74,87
Solomon Islands,SLB,Oceania,707851,28900,-,-,0.564,-,-0.18,-0.18,12.75,111.9,80.1,104,12.75,6.65,30,49,0.49,-0.9,-0.9,-0.352,-0.14,59.5,42.3,56.5,30,46.3,0.053,8,-,73.34648132,-,23.39944205,9.768860121,66.83169878,0.533338885,-,-,5.082,3.56772232,-,84.36599731,1631486532,2304.844567,1649438762,18711.7885,30.06265068,55.26279,0.419872612,-,65,4.046735385,70.199,57.18711014,-,-,16.6,185.69,145.104,19.4,16.5,137,6.2,-25312485.15,11.87912184,99.91756319,24.49311419,-,-,18.1,56.875,1.029000044,60.22033764,-22.22473157,1.83,25.52760652,34,7,-,74.872,2.262630437,48.39,66222.90898,44.7,50,92,80
Somalia,SOM,Africa,17065581,637660,-,-,-,-,3.33,3.33,-,-,4.9,829,-,-,1,6,-2.68,-2.1,-1.8,-2.273,-1.78,-,-,-,-,-,0.05,24,-,49.73086929,-,61.01646017,9.104512742,29.87902607,0.043175461,-,-,11.39,-,-,27.08099937,7628000011,446.9815596,7585987106,11574852.98,4.262450218,20.03958,-,-,250,7.660474052,55.967,-,-,-,72.7,356.462,276.984,114.6,27.4,212.8,86.6,-,32.03458423,100,26.76282188,0.1,41.6,53.1,46.875,19.86499977,101.641726,22.07334447,0.009,0.000127827,-,9,-,53.269,0,95.03,375.4387941,6,27,90,41
South Africa,ZAF,Africa,59392255,1219090,62.5,36.2,0.713,38.5,4.91,4.91,6.19,546.7,41.7,119,6.19,10.79,33,46,-0.71,0,-0.1,0.131,0.02,61.3,48.4,56.2,50,32.6,0.07,47,-,84.38553619,180000,35.68035783,12.98958582,51.3300566,7.568640115,6.9,67000,9.425,5.35265827,4183.82749,35.12799835,4.19E+11,7055.044776,4.11E+11,102267.5305,19.59622955,67.01897,0.425453395,4.19,513,6.219017124,65.252,56.69510389,0.897252946,2.338764714,25.8,353.927,256.616,32.2,22.2,86.7,13.7,17753418546,25.10220499,100,48.71851545,18.3,8,6.9,88.125,33.55899811,50.80098153,-,9.52,24.96276309,7,7,102.10186,32.153,2.255041826,10.5,771.2561775,44.8,67,78,57
South Sudan,SSD,Africa,10748272,646883,46,-,0.385,-,-,-,-,22.6,50.3,1150,-,-,-3,4,-2.3,-2.4,-2,-2.045,-1.82,-,-,-,-,-,0.007,32,0.0237,7.241338253,13000,61.30458252,10.75490113,27.9405169,0.162715773,2.05,4700,10.759,0.98501509,41.02277263,61.97800064,-,-,-,-,9.350398064,34.62285,0.306520849,1.27,227,-,55.48,-,2.368215025,4.743489453,63.3,370.95,307.034,97.9,36.7,165.1,63.3,272780000,45.57750557,100,16.6154807,2.1,62.3,-,67.5,13.91499996,-,-,-,-,37,12,-,79.486,0.606060606,26.65,2488.594103,26,32,82,72
Spain,ESP,Europe,47415750,505969.891,35.9,52.3,0.905,71.8,5.13,5.13,-,2711.2,1.7,4,-,2.8,37,53,0.58,0.9,0.8,0.876,0.74,74.3,67.2,68.2,70,43.7,0.46,43,0.0137,100,3500,5.610444665,3.622101625,90.76745363,5.09135092,0.17,500,10.4,6.44906759,5355.987006,48.95299911,1.43E+12,30103.51373,1.43E+12,25585.90764,10.05422974,77.93588,0.728255033,0.08,8.2,2.300974289,82.33414634,56.1286145,1.370781522,2.704390372,2.7,-,-,3.2,3.9,9.9,0.2,-9750416028,9.697927863,41.11554943,93.71259208,0.3,2,2.5,100,14.7329998,60.14316778,18.72013984,12.72,14.22575235,9,7,124.8336487,18.944,34.94989057,17.27,2359.189234,111.2,86,53,87
Sri Lanka,LKA,Asia,22156000,65610,39.2,46.8,0.782,49.3,3.66,3.66,1.93,160.7,33.9,36,1.93,-,23,32,-0.32,-0.1,-0.4,0.038,-0.33,57.7,40.1,53.3,40,18.9,0.332,5,0.0188,100,200,9.470242124,8.011052825,82.51870485,1.090675627,0.01,100,7.056,1.92656553,531.0905766,45.97600174,88927263725,4013.687657,86882788616,779890.278,9.899999619,61.80614,0.598324299,0.01,63,8.057160083,76.393,37.2619134,1.875538786,9.469749697,5.9,152.109,65.98,6.9,19.7,79.8,1.2,-6007948709,11.09961724,45.53841726,337.6924249,0.1,1.1,3.4,65.625,5.394999981,36.63508659,65.68814403,4.1,11.15376065,36,7,-,81.14,48.47519345,49.91,2421.685089,52.8,67,83,48
Sudan,SDN,Africa,45657202,1878000,-,39.6,0.508,26.5,0.11,0.11,-,46.9,28.9,295,-,-,0,10,-1.94,-1.6,-1.5,-1.21,-1.29,13.2,14.6,32,20,12.5,0.552,-,0.0102,55.38970184,2400,35.54565104,10.50910328,53.94524621,0.476960503,0.11,1000,6.67,1.03762662,263.5174293,38.52299881,34326058557,751.8213501,32981636506,281726.375,-,44.82932,0.377445191,0.07,58,235.5154426,65.614,39.37824664,1.016447116,7.372187116,39.9,244.205,168.518,56.6,26.8,184.9,17.3,-5051335393,55.37083444,100,24.31160916,0.1,17.4,12.8,29.375,19.80500031,0.756875545,430.9150646,0.51,-,42,10,-,64.407,64.53590864,62.23,92.52385722,4,44,86,69
Suriname,SUR,South America,612985,163820,-,-,0.73,52.7,-3.48,-3.48,5.01,619.2,4.7,120,5.01,11.77,34,45,0.37,-0.6,-0.7,-0.103,-0.4,45.8,37.6,48.1,30,28.1,0.582,29,-,98.20477295,500,11.81466259,9.575600069,78.60973639,4.414452242,1.21,100,7.036,7.01218414,3493.176895,48.73500061,2984706244,4869.134226,2591610812,83288.71506,15.27698994,47.46427,-,0.71,29,56.11973655,72.561,96.9609658,-,-,15.7,220.551,132.016,17.6,15.3,56.7,2,1061305622,24.78001054,100,3.741820291,1.3,7.2,8.2,73.75,10.06499958,-,-74.68182458,5.33,-,30,8,79.2973938,33.781,60.05314438,14.4,164917.2665,99,67,75,50
Sweden,SWE,Europe,10415811,528860.704,24.9,50.5,0.947,81.9,4.8,4.8,7.64,5671.4,37.4,4,-,0.12,40,60,1.03,1.7,1.8,1.734,2.13,97.1,95.7,77.9,80,50.6,0.701,47,0.0128,100,-,5.915461772,5.037458739,89.04707592,3.405037919,-,-,9.5,9.22483444,13480.14822,59.20600128,6.36E+11,61028.73806,6.54E+11,538407.811,15.89513969,81.99155,0.795357108,-,3.8,2.97615309,82.40731707,59.25034575,1.276849815,2.429006449,2.1,60.859,36.66,2.6,3.1,7.2,0.2,21663159504,6.18466509,3.636487382,19.69480985,-,1.3,2.5,100,8.661000252,83.21100287,-14.77617943,8.93,27.9091466,6,4,145.6218414,11.762,63.26274771,52.88,16636.0424,171,87,72,87
Switzerland,CHE,Europe,8703405,41290.39,29.5,60.1,0.962,83.8,3.69,3.69,4.86,9666.3,-,5,-,0.08,39,57,1.13,2,1.7,1.808,1.99,98,92.3,84.2,90,34,0.674,43,0.0071,100,200,4.74880947,5.698268638,89.55292437,4.359041462,0.05,100,8.8,3.62563658,7520.166025,63.5719986,8.01E+11,91991.60046,7.97E+11,83732.7116,15.557271,76.61864,0.756115139,-,4.7,1.059862906,83.1,87.96248792,0.7116428,2.020634364,3.5,56.763,32.498,4,2.2,10.1,0.1,63481903150,10.3031001,49.30013623,210.7852457,0.2,0,2.5,88.125,5.321000099,122.1656559,-4.053110896,11.53,9.691023945,19,6,102.5564728,26.004,62.19798175,24.76,4711.216427,40.4,87,74,87
Syria,SYR,Asia,21324367,185180,-,-,0.577,-,-,-,-,-,-,31,-,-,-3,4,-2.66,-1.7,-1.6,-2.07,-1.78,-,-,-,-,-,0.075,11,-,89.14031982,-,10.65661293,14.13072492,75.21266242,1.279215743,-,-,4.99,-,908.4689735,38.4620018,-,-,-,796721.2089,-,41.96812,-,-,18,-,72.14,-,-,-,18.4,183.774,92.475,22.4,14.9,75.2,3.7,-,43.75725947,100,115.1548061,0.1,-,-,40,10.57299995,48.39044897,58.67365673,0.24,-,20,8,-,43.876,2.309714222,1.02,354.8567485,7.132,56,91,86
Taiwan,TWN,Asia,24000000,32260,33.6,43.2,0.907,-,-,-,-,-,-,-,-,-,38,56,0.78,1.470059156,1.47355628,1.296,1.21,94.2,73.8,80.1,60,17.8,0.066,24,0.0174,-,-,-,-,-,-,-,-,-,-,-,-,1.04E+12,43406.23,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,-,-,743.9553627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tajikistan,TJK,Asia,9750064,141380,32.6,55.2,0.685,41.3,9.2,9.2,5.71,61.9,36.1,17,5.71,-,0,8,-0.61,-0.6,-1.1,-1.185,-1.34,9.1,17.8,49.7,30,30.9,0.931,37,0.0101,99.77929688,1000,19.49272772,7.319257344,73.18801518,1.008889049,0.17,200,6.121,1.94083118,1486.245831,37.19800186,8746270636,897.0475103,10567367295,12256.87339,18.65759087,61.26761,0.504116356,0.1,88,7.883802015,67.994,72.71670709,1.009212832,3.470242136,28.4,215.616,146.13,32.3,15.7,129.3,2.7,-1444880657,46.15218537,100,68.96353091,0.2,-,-,78.75,7.754000187,55.74910402,-29.09113552,3.28,-,7,4,-,72.274,98.4733714,38.56,6796.613432,63.46,66,91,48
Tanzania,TZA,Africa,63588334,947300,37.6,37,0.549,36,4.28,4.28,3.3,40.3,31.9,524,3.3,16.08,12,22,-0.44,-0.6,-0.6,-0.523,-0.36,27,36.9,59.5,50,18.5,0.335,-,0.0107,39.90000153,41000,54.33698863,11.28187402,34.38113776,0.207941599,1.55,15000,6.179,1.56490099,101.9393027,81.0719986,67841049193,1099.287598,67628157576,2517977.25,14.29210854,54.46329,0.389834702,0.96,208,4.406504371,66.408,24.19626494,1.067427351,6.196563344,34.7,247.468,188.043,48.9,31.1,139,38.4,-1517243442,29.07664051,100,67.1258672,4.5,25.8,22.6,81.25,2.648999929,29.60425,147.8495787,11.27,11.69508309,59,10,31.41913986,64.046,34.15409055,85.22,1402.979484,84,46,96,65
Thailand,THA,Asia,71601103,513120,44.5,52.9,0.8,52.4,1.57,1.57,2.97,296.2,28.4,37,2.97,-,5,24,-0.55,0.3,0.1,0.115,-0.46,36.2,38.5,63.2,60,22,0.167,16,0.0132,100,6400,13.90396992,9.514064698,76.58196686,3.745594941,0.19,3200,7.264,2.7152462,2483.557147,65.75700378,5.06E+11,7066.190546,4.89E+11,218184.9489,17.01423264,80.09233,0.609310985,0.09,143,1.902052266,79.274,106.5107532,1.318442745,4.842316587,7.4,174.223,70.699,8.7,32.2,61.5,3.5,40855578701,26.25672656,100,139.5406591,1,10.5,8.8,78.125,1.417999983,97.82492568,111.6724265,8.3,14.91490941,21,5,104.1528778,47.837,8.538478848,23.96,3148.465056,224.51,83,83,70
Timor-Leste,TLS,Asia,1320942,14870,31.9,-,0.607,-,4.4,4.4,-,92.7,19.2,142,-,4.9,33,39,0.17,-0.8,-0.8,-0.998,-0.05,35.3,38.2,46.3,20,48,0,38,0.0114,96.1233139,200,40.05523742,6.860819271,53.0839424,0.484209313,0.17,100,6.831,4.00228405,-,63.26800156,3621222382,2741.393931,1888203479,1429.437083,6.869692326,39.36487,0.45431453,0.1,486,59.34252377,68.475,41.11871194,1.141580714,2.300410557,36.5,191.889,146.158,42.3,11.9,139.8,9.9,-509939819,19.25720917,100,88.83268325,0.2,-,26.2,86.25,5.073999882,84.88499715,111.7684001,2.17,25.12267824,18,6,86.77775574,68.305,0,11.67,6415.773353,8.215,53,91,50
Togo,TGO,Africa,8644829,56790,46,37.3,0.539,34.9,5.26,5.26,3.99,51.2,7.4,396,3.99,1.22,15,27,-0.8,-0.6,-0.6,-0.559,-0.67,35.1,28.8,57.2,30,29.8,0.171,19,0.0178,53.99743271,2000,48.56244122,10.31708446,41.12047384,0.287513388,0.5,1000,8.417,0.86332363,151.4739278,55.11100006,8413200568,973.2061291,8435586628,541108.6509,19.23478317,62.28934,0.431868047,0.38,33,1.659734477,61.035,47.33038239,1.783730405,5.850551729,44.4,282.978,255.948,64.4,28.7,249.6,41.6,-743893212.1,35.73133561,100,152.2244937,1.9,18.8,18.8,81.875,4.004000187,54.84127339,71.0023706,2.46,12.70954333,49,4,-,56.642,75.30864198,76.21,1395.107226,11.5,44,86,84
Trinidad and Tobago,TTO,North America,1525663,5130,-,31.6,0.81,58.7,-0.99,-0.99,4.1,1167.9,14.3,67,4.1,-,33,49,0.15,0.2,-0.1,-0.136,-0.28,59.3,44.2,58.8,50,39,0.001,26,0.0089,100,-,6.977217707,10.36338191,82.65939987,11.3095457,-,-,7.9,3.227736,6661.101388,54.34999847,24460196271,16032.50277,24369551810,107954.6061,10.62077999,61.29128,0.60348773,-,13,17.48308667,74.406,58.79756581,0.88801608,2.708928781,14.8,191.959,108.557,16.6,9.3,38.6,0.1,984083212.3,24.10856843,100,297.4001949,1,10.2,7.5,75,4.804999828,-,-,6.72,19.51880993,39,7,-,46.735,0,0.43,2526.390584,3.84,73,70,87
Tunisia,TUN,Africa,12262946,163610,40,43.9,0.731,49.3,3.34,3.34,-,233.1,8.1,43,-,-,26,38,-0.7,-0.2,-0.4,0.096,-0.23,49.5,47.3,54.2,30,28.6,0.039,26,0.0283,100,500,7.144559056,6.910740462,85.94469887,2.48229898,0.06,100,6.752,3.97622514,1408.091103,38.17900085,46686741814,3807.13915,45147400286,10288.26271,-,68.65706,0.51680994,0.04,36,4.536052976,75.292,83.91461575,2.828977486,7.859264336,14.3,132.71,61.947,16.6,16.5,56.1,1,-3535466972,37.65599375,100,74.9523012,0.1,12.6,3.1,64.375,16.8239994,84.24077223,87.19518244,2.12,-,8,7,-,30.112,2.835942265,12.2,348.1526002,4.195,70,88,59
Turkiye,TUR,Asia,84775404,785350,40.2,41.3,0.838,53.3,10.99,10.99,-,396.5,18.7,17,-,4.78,16,16,-1.1,-0.1,-0.1,-0.416,-0.39,25.6,39.4,56.9,60,32.6,0.438,17,0.0206,100,-,5.165318472,4.668072254,90.16660801,4.753617528,-,-,6.378,3.38485885,2815.044993,43.46699905,8.19E+11,9661.235975,8.07E+11,84249.9958,12.47004032,76.79104,0.649261832,-,18,28.95058611,75.85,60.63768814,2.063896462,6.271186285,8.1,130.644,58.285,9.5,6.7,46.6,0.3,-37863000000,44.31152568,100,107.9460164,-,-,2.5,82.5,13.38599968,60.95593104,98.53959513,2.05,17.27719714,10,7,104.4061432,23.431,31.95662056,14.12,2719.159331,227,79,81,60
Turkmenistan,TKM,Asia,6341855,488100,40.8,33,0.745,-,-,6.3,3.12,500,13.9,7,3.12,-,0,2,-0.32,-0.9,-2,-1.442,-1.42,8.3,7.4,46.2,10,16.1,0,25,-,100,-,21.95306144,5.742551528,72.30438732,11.83258088,-,-,6.836,1.18182302,2585.662543,43.46699905,-,-,-,-,23.01025009,-,-,-,47,-,68.687,-,-,-,36.1,233.615,120.764,41.8,13.5,79.3,4,-,21.76772098,100,12.99294202,-,-,3.5,-,5.080999851,-,13.33574438,4.93,-,-,-,93.27380371,47.002,0,0.06,228.1429328,1.405,73,83,63
